,alpha,delta,u,g,r,i,z,run_ID,cam_col,field_ID,spec_obj_ID,class,redshift,plate,MJD,fiber_ID
79186,351.656876939576,3.52415324439912,25.06228,23.33292,22.20196,20.89071,19.98436,7712,6,274,1.2710538451306699e+19,GALAXY,0.9305288,11289,58398,925
87724,156.660898210641,37.8826997669287,19.15826,17.92411,17.42035,17.11989,16.89171,3647,1,119,1.60782085139729e+18,GALAXY,0.05529341,1428,52998,130
39271,120.36209080582,7.46088677300187,19.02167,18.08142,17.80023,17.69081,17.66056,5972,3,31,5.452941154852297e+18,STAR,0.0006372811,4843,55860,756
14192,357.423346661686,19.6058295449734,22.99767,21.93295,21.55978,20.76314,20.8167,7923,3,165,8.555941657446733e+18,QSO,0.7640839,7599,56955,830
55926,36.5398579230938,-0.598965635179789,21.43129,20.11202,19.36667,18.87146,18.52875,2700,2,110,1.7541573324193403e+18,GALAXY,0.1865662,1558,53271,19
29835,203.073355892602,46.2228429114895,26.51704,25.24423,21.45919,20.47049,19.38498,3699,4,104,8.338481619578147e+18,GALAXY,0.6700578,7406,56805,243
31499,359.069581450471,12.8969785379891,22.28962,21.762,21.69753,21.51958,21.72421,7787,5,196,6.925609443704199e+18,QSO,1.435241,6151,56265,724
6698,113.324891648251,46.752630546171,23.05502,21.92902,21.30735,20.35215,19.81249,4264,5,69,4.124343794052389e+18,GALAXY,0.4948901,3663,55176,627
9180,171.255711858016,35.6557520689082,25.02595,22.12144,20.48284,19.67389,19.32261,4504,1,97,5.199478156642507e+18,GALAXY,0.5024809,4618,55600,263
22464,348.992210616913,-2.88107639770742,20.18575,18.2115,17.16705,16.65427,16.31471,7778,2,243,4.908985259415329e+18,GALAXY,0.1080148,4360,55539,224
962,242.971528802354,4.29749734549407,20.5387,19.51838,19.01233,18.79996,18.75912,3910,4,218,2.4647461565051965e+18,STAR,-0.0005784833,2189,54624,550
90441,242.942472386094,16.9419706876745,22.0454,19.53008,18.08281,16.99886,16.40438,4646,3,323,3.3417284499150213e+18,STAR,-0.0001597652,2968,54585,209
67074,160.055036611024,19.8113522510209,26.37127,21.38997,19.64103,18.90164,18.38834,5194,2,307,6.626180262903699e+18,GALAXY,0.4354072,5885,56036,943
4292,10.3508650933973,26.7282702996025,26.40366,24.16644,21.85473,20.25453,19.48814,8103,2,157,8.639181565891729e+18,GALAXY,0.6512681,7673,57329,551
88846,204.175370032428,46.8444170015083,21.23821,19.26315,17.92119,17.37677,17.00934,3699,6,108,7.597637549449043e+18,GALAXY,0.1940086,6748,56371,236
83620,225.886381027345,48.3849386729339,20.90347,20.60158,20.37966,20.13054,20.32625,3187,1,13,9.493630477128718e+18,QSO,1.502748,8432,57834,154
1166,243.774839186159,25.8761404748586,20.49125,18.9108,17.98708,17.40494,17.03388,3927,4,110,1.7745013249650463e+18,GALAXY,0.1318449,1576,53496,302
44710,47.6976312138057,0.258504956583192,19.93739,18.96021,18.23981,17.75105,17.54988,4849,4,773,9.042254823109693e+17,GALAXY,0.2029347,803,52318,465
95938,186.093118867443,60.1009059729837,23.57894,20.01605,18.39481,17.8481,17.47382,3058,2,33,7.845436410354227e+18,GALAXY,0.2964388,6968,56443,603
75326,185.387389490863,48.8722213626276,19.0756,17.89178,17.22669,16.85772,16.66489,3650,1,11,1.0921237747545148e+18,GALAXY,0.1182764,970,52413,3
92765,191.078836783703,49.4827883343933,16.71394,15.53903,15.07622,14.93202,14.88585,3650,3,35,3.2629421192910213e+18,STAR,-0.0001232355,2898,54567,306
48186,224.843713690902,-1.02050749462668,20.08173,18.59249,17.80862,17.36531,17.09758,2379,6,105,3.491062451997512e+17,GALAXY,0.1104214,310,51990,281
92142,24.3165481352984,12.7334084509345,21.51386,21.14677,21.15239,20.73298,20.47385,7787,6,360,1.245374118895107e+19,QSO,1.823719,11061,58428,590
21082,253.277971970368,22.6308551901472,22.82737,21.76268,21.52392,21.17768,20.29463,3926,5,195,4.704153941654657e+18,QSO,0.8025531,4178,55653,524
21590,156.634282797742,30.4708472937996,21.22602,20.82715,20.71201,20.30737,20.09329,4576,1,287,1.2816247699684e+19,QSO,1.773204,11383,58485,469
17661,177.97045083392,33.6070095124807,23.21802,22.29891,21.42672,20.40883,19.63494,4576,1,409,1.1553112248634595e+19,GALAXY,0.8866367,10261,58462,921
42819,26.3608716167604,11.4613784910163,21.95095,21.2231,21.03724,21.02834,20.93349,7773,3,482,5.245703549401456e+18,STAR,-0.0009910478,4659,55587,494
62605,6.73473985131619,24.9627155394206,25.42916,25.74692,22.38689,21.13172,19.89356,4851,3,72,8.625736187230049e+18,GALAXY,0.9833044,7661,57286,789
84098,174.458441576639,58.1474581496025,21.34863,20.17766,20.22355,20.34383,20.45227,2826,6,258,3.615275952269009e+18,STAR,-0.0007003857,3211,54852,41
92203,228.354292558113,13.6720425189987,20.53547,18.50762,17.3362,16.81837,16.49026,5322,5,124,3.09862752765296e+18,GALAXY,0.2403947,2752,54533,549
89575,224.644407945951,43.1424200939653,23.35606,23.52939,21.57515,20.39849,19.70573,3664,5,89,9.562519009280416e+18,GALAXY,0.6382159,8493,58162,913
93604,160.945244002823,40.3122460791511,26.00581,21.03241,20.61367,20.54068,20.88386,3893,4,54,5.216558520359736e+18,QSO,3.316805,4633,55620,961
49865,225.482431445824,47.5350754463837,25.46269,23.24304,21.07827,19.926,19.22071,3177,4,119,7.580769116900054e+18,GALAXY,0.8530258,6733,56369,309
44717,236.8524732092,25.3423240478298,21.03488,19.18312,17.98622,17.49177,17.092,4512,3,250,2.081793940079536e+18,GALAXY,0.1570453,1849,53846,18
97153,199.757728664759,8.36891350711774,25.15826,22.54582,20.60176,19.70003,19.35891,4503,3,53,6.112656104973687e+18,GALAXY,0.4668822,5429,55979,529
83399,359.451978049347,-0.748776197964726,21.56563,21.29404,21.07791,21.02351,21.21241,4263,2,112,8.83847766289497e+18,QSO,1.015296,7850,56956,594
77254,230.934585668882,40.0514476467497,26.49063,22.97474,21.48612,20.45079,19.75185,2964,4,545,9.593880379657574e+18,GALAXY,0.530246,8521,58175,317
63621,118.963389067879,19.824088253499,18.96255,16.71667,15.58836,15.04928,14.68361,4469,5,52,1.7823240660074107e+18,GALAXY,0.103812,1583,52941,89
26779,238.667435968878,10.6830190695854,20.94373,18.76767,18.51595,17.98486,17.98745,5326,4,256,2.840731028698458e+18,GALAXY,0.03570901,2523,54572,311
72487,206.538604800498,51.7578063055574,23.55521,22.12214,21.06003,20.95891,20.83636,3918,6,94,9.242693604417493e+18,GALAXY,0.4927527,8209,57427,659
43916,216.898508340364,2.95448167950251,16.47918,14.85168,14.1246,13.77753,13.48983,1458,5,615,6.024579136461476e+17,GALAXY,0.0236732,535,51999,369
16054,235.004918147397,14.3982578523028,22.22402,21.18018,19.94544,19.18735,18.69093,5330,2,41,5.505839481901832e+18,GALAXY,0.5237803,4890,55741,687
41158,216.207420199547,18.3566384905903,19.78251,18.01971,17.06364,16.61996,16.27619,5194,1,660,3.1075978928151854e+18,GALAXY,0.1226653,2760,54506,415
33250,12.3023605882544,-3.66787087637578,25.13041,24.91411,21.83397,20.58802,19.72278,7907,1,154,8.901600906648508e+18,GALAXY,0.7137746,7906,57333,859
16455,240.742966593379,12.6104195856577,20.5368,18.63307,17.49448,17.01685,16.61511,5330,2,80,2.8429982216246006e+18,GALAXY,0.1563892,2525,54569,367
54161,182.035388247318,36.1359340175351,19.1742,17.21975,16.26109,15.8279,15.46298,4552,6,84,2.3677744342043464e+18,GALAXY,0.08206352,2103,53467,25
47053,242.412728603394,44.1667745321462,21.62435,21.38684,21.09482,20.94333,20.61893,3225,5,199,9.600559633254339e+18,QSO,1.998903,8527,57897,40
50744,358.864499632308,-4.80932950285627,22.82875,21.39439,20.32923,19.11528,18.4827,7881,4,14,7.918507206403971e+18,GALAXY,0.7540817,7033,56565,193
3024,355.134078289829,26.5033634260233,26.39931,22.60229,21.08483,20.17281,19.483,8103,2,66,7.336471930248386e+18,GALAXY,0.4952526,6516,56571,393
55790,248.512382652493,13.3466388213298,24.44339,21.57281,20.58828,20.24529,19.76678,4646,1,366,2.487142646577916e+18,STAR,-0.0001275889,2209,53907,108
26750,157.342126707847,37.3725279364073,22.97252,22.03688,20.49022,19.58788,18.97089,4469,5,304,5.133063256227994e+18,GALAXY,0.4872816,4559,55597,311
44559,247.494394246226,17.194802776474,26.24138,22.81936,20.88714,20.02964,19.62322,4671,5,128,4.575741424075823e+18,GALAXY,0.4550008,4064,55366,306
89023,223.167757092178,42.5567390600955,20.04823,18.17441,17.23782,16.85072,16.55626,2964,2,503,1.4524626027424256e+18,GALAXY,0.1091353,1290,52734,188
26051,18.0705288559783,0.539741390672621,22.75801,22.09018,21.91592,21.74117,22.10687,4263,5,236,4.75934502443682e+18,QSO,1.615613,4227,55481,604
34793,137.6880714578,41.5958645835601,22.18484,20.29553,18.72264,18.12266,17.75586,2830,4,197,5.182567949379328e+18,GALAXY,0.3066738,4603,55999,184
49278,191.550986626109,23.2015779119407,19.76315,18.20643,17.41198,17.00263,16.70938,5183,5,389,2.981528988733696e+18,GALAXY,0.08625798,2648,54485,531
7678,166.97164887642,26.1488749213767,19.88875,18.53226,17.78572,17.38615,17.13202,5112,3,374,2.4905343630919864e+18,GALAXY,0.1737913,2212,53789,159
14704,123.517106671615,37.6008016786402,16.22124,15.32021,14.98265,14.84517,14.80836,2825,5,120,3.0062165919824876e+18,STAR,0.0003395362,2670,54115,232
48800,323.044403054994,0.793613683259611,26.00614,22.83698,22.27606,22.03278,21.59146,7717,1,82,1.0388786600532531e+19,GALAXY,0.8029696,9227,57932,393
25742,117.71694191842,31.295651800221,22.5112,21.83141,21.21877,20.99867,21.06993,2825,4,67,3.3316038711632466e+18,STAR,0.002873525,2959,54537,240
70008,182.198254823383,61.8605200063514,20.26148,18.34671,17.27722,16.83458,16.49996,2304,2,189,8.759939090276947e+17,GALAXY,0.1318226,778,54525,159
47363,225.187504776236,23.495364916807,20.46085,18.52106,17.44454,16.97526,16.63263,4649,3,268,2.4195732691044536e+18,GALAXY,0.1237348,2149,54509,52
77522,126.210150151634,30.8270391695082,26.21999,23.19959,21.40119,20.05537,19.39462,2961,2,81,1.2005579970128927e+19,GALAXY,0.6805367,10663,58162,397
94891,17.1955562354941,10.0496354134579,27.01474,22.81786,20.83443,19.85958,19.48764,7767,4,49,5.124173154491849e+18,GALAXY,0.5183637,4551,55569,737
38972,239.790740755752,10.0908499395709,24.42278,21.4314,21.04432,21.04719,21.09125,5322,3,202,5.493477397205637e+18,QSO,3.265541,4879,55706,770
49905,244.021207946298,52.2541937406775,22.64371,22.21321,21.22184,20.26565,19.80394,1412,5,380,7.107944483866827e+18,GALAXY,0.6397254,6313,56460,503
82492,184.231071829385,49.7971194956544,24.43112,22.77006,21.37831,20.22699,19.59457,2964,3,318,9.261742643301603e+18,STAR,-0.0001622385,8226,57423,327
89472,186.954107100565,49.5391495160522,19.91418,18.02476,16.99043,16.52308,16.15057,2964,2,330,1.093295583147354e+18,GALAXY,0.1168658,971,52644,170
137,219.40433442647,3.6293585742883,22.53234,21.49669,19.64375,18.98023,18.57421,2190,2,250,5.380809340356942e+18,GALAXY,0.378709,4779,55656,486
11288,18.9438593449191,0.869074991504562,19.97799,20.36238,19.95918,20.03624,20.05302,4263,6,242,4.759408246355417e+18,QSO,1.342106,4227,55481,834
99644,145.863403260799,49.2595066448002,19.5864,19.31051,19.19083,18.96921,19.01907,2831,1,49,1.0144435569552527e+18,QSO,1.533449,901,52641,28
33194,152.959063065309,46.4733008670966,23.17696,21.47031,21.23796,21.09946,21.13328,2964,6,179,7.500855237319874e+18,STAR,5.837583e-05,6662,56364,400
80154,329.269574816059,1.63110034325006,19.28166,18.29607,17.92479,17.80782,17.75676,7717,3,124,1.0319120171353266e+19,STAR,-0.0005367408,9165,58048,900
17960,143.835193593,3.72857494617284,19.14867,17.73229,16.8986,16.48797,16.15922,2126,3,165,6.407745239305687e+17,GALAXY,0.1590652,569,52264,500
85210,236.472890855452,48.7720366111148,25.19205,21.86679,20.25288,19.22772,18.88213,3225,6,158,7.576445563140594e+18,GALAXY,0.5298924,6729,56419,964
46602,223.585340754502,48.3317399075027,21.97379,19.96985,18.89648,18.43587,18.104,3177,4,109,9.49371761342522e+18,GALAXY,0.1478548,8432,57834,471
97089,340.278920401651,21.391941710763,23.07022,22.27026,20.711,19.74891,19.38345,8102,5,106,6.889623801107339e+18,GALAXY,0.5524171,6119,56181,881
88634,195.963672356146,14.2812799848193,22.7169,20.4303,18.96383,18.2959,17.89505,4381,2,166,1.9951776998778737e+18,GALAXY,0.2982716,1772,53089,302
89635,189.056253326565,39.1227965399051,22.18635,19.51555,17.98322,17.40769,17.0126,3900,2,396,2.251891406664657e+18,GALAXY,0.2862326,2000,53495,333
15678,238.293616965741,46.3063753062501,21.7377,21.52477,21.68383,21.09054,20.78994,3225,4,175,9.577036131666778e+18,QSO,2.065325,8506,57893,478
60720,150.69843222335,36.9195699386506,24.84363,23.31474,21.24847,19.23846,18.14665,3647,3,88,1.605615505865992e+18,STAR,8.349887e-06,1426,52993,299
21709,227.789769660114,53.2162509400698,24.77653,22.22497,20.6496,19.5414,18.93525,3225,6,111,7.558280256374986e+18,GALAXY,0.6046009,6713,56402,415
25756,17.241518326673,0.608780531098144,23.1354,21.82663,21.46489,21.43425,21.3306,4263,5,231,4.758273550254889e+18,QSO,2.309405,4226,55475,802
64836,353.993273706468,22.3465751276263,19.94489,18.01933,16.86196,16.39616,16.07365,7917,4,67,7.339787782355966e+18,GALAXY,0.1746031,6519,56566,168
77008,248.951521239505,50.7002471100871,22.70105,23.46136,21.36801,20.15953,19.47852,4011,4,108,9.072532631271528e+18,GALAXY,0.6519497,8058,57196,113
85448,223.447426353414,24.0254768109267,24.61985,22.38604,20.77874,19.91003,19.53935,4649,3,257,6.78250937676912e+18,GALAXY,0.4573835,6024,56088,321
32157,164.731833586485,39.9956572860372,19.46367,18.24172,17.63067,17.30924,17.10069,3840,2,72,1.615677686577916e+18,GALAXY,0.1538144,1435,52996,41
43621,47.676812830278,0.333752716749903,24.39717,22.47848,21.59751,21.44595,21.3432,4849,4,773,9.042252074330624e+17,GALAXY,0.1358954,803,52318,464
41683,334.765049705907,0.0696698475758769,20.87761,19.19937,18.49583,18.17901,18.07959,4192,4,187,1.2870111147222897e+18,STAR,-6.874323e-05,1143,52619,391
66843,118.390687050486,21.6511707564955,20.1327,19.98901,19.59516,19.61274,19.6681,3560,4,62,1.2511201666618644e+19,QSO,1.128488,11112,58428,734
9594,353.347706891272,10.7806574388714,23.47091,22.46466,20.57885,19.6698,19.06912,6354,3,267,6.932208437163218e+18,GALAXY,0.4723502,6157,56238,155
87295,129.367659523291,37.7832651250331,21.86073,20.49502,20.46675,20.54894,20.4593,2864,6,156,4.2391413347773537e+18,STAR,0.0001007488,3765,55508,466
71912,23.5597396147341,34.7699459688135,25.95542,22.33147,20.62162,19.66099,19.0554,7761,6,144,7.433383984632192e+18,GALAXY,0.5129296,6602,56571,701
98429,192.922550782573,58.475923949858,22.57331,23.12894,21.4667,20.38974,19.75262,3705,6,22,9.247132345710172e+18,GALAXY,0.6767117,8213,58193,423
65755,112.354072709799,27.110905211115,22.48079,21.92334,21.98631,21.51269,21.12751,2822,6,30,1.248193376614589e+19,QSO,0.8195562,11086,58401,754
2503,162.70390655356,22.6918751089428,22.47485,21.73577,21.36324,21.20148,21.12624,5137,2,325,7.236336378572985e+18,QSO,0.9093884,6427,56328,646
45677,18.6057836310378,23.3434588525981,21.96622,21.88851,21.78643,21.49592,21.08669,4829,4,96,8.648129386703508e+18,QSO,1.593372,7681,57042,335
84276,34.1041286902517,-0.775961700001011,22.58978,19.99377,18.9867,18.62375,18.46461,4263,2,343,1.6967584356573123e+18,STAR,4.417639e-05,1507,53763,99
8987,135.737175880733,56.6847722424271,22.31372,22.52917,21.99498,22.47456,22.2728,1411,2,81,8.195656712860228e+18,QSO,1.757401,7279,57071,841
97600,243.007224066036,3.94745551630559,22.14145,20.08578,19.56593,19.06604,18.90224,3910,3,219,5.41225262465236e+18,STAR,-8.136144e-06,4807,55687,188
11579,356.156725296963,3.57955865246229,23.06445,21.13272,19.23855,18.59523,18.1927,7712,6,304,4.819996840559925e+18,GALAXY,0.3339829,4281,55836,70
2762,126.108675516929,34.1729289839042,26.94954,21.34807,19.4763,18.55146,18.15897,2830,4,119,5.001412680629901e+18,GALAXY,0.5052924,4442,55532,601
54046,13.2335493480912,7.10069882768633,21.34547,20.95794,20.71793,20.58609,20.58692,5656,3,103,1.2445724924483752e+19,QSO,1.095069,11054,58424,99
33810,331.910271716878,23.0734551498949,24.89765,24.49446,21.99711,20.80994,20.06446,8110,2,58,8.534329382013261e+18,GALAXY,0.5699738,7580,56955,29
1491,243.70093651718,4.21605994374053,20.91714,19.48574,18.89963,18.68602,18.57942,3910,4,223,2.464768421615659e+18,GALAXY,0.0,2189,54624,631
9008,164.712479381785,3.70181143266699,20.27846,19.53695,19.25006,19.14745,19.12591,2126,1,304,3.650304744083268e+18,STAR,1.01744e-05,3242,54889,499
26772,232.711546950427,11.4831383390747,22.10451,21.36419,20.4983,19.53926,18.8875,5322,2,154,6.184816503852128e+18,GALAXY,0.6949598,5493,56009,903
45244,318.853911635712,2.24995602566537,23.10263,23.29525,21.12882,20.04243,19.54383,7717,5,55,5.788488187359025e+18,GALAXY,0.6010876,5141,55746,861
34199,137.805488003339,45.9609521861035,20.39938,19.99405,19.86304,19.87386,19.81555,2825,2,210,6.458201548464085e+18,QSO,2.409137,5736,55984,144
94539,329.023982864917,23.0538986392308,26.73052,22.2877,20.73092,19.50079,19.05463,8109,4,41,6.698244455018027e+18,GALAXY,0.6006637,5949,56096,967
23337,42.5022782703453,34.3255699251192,20.71615,19.35983,18.71061,18.44385,18.34552,5934,5,167,2.6999795080809943e+18,STAR,2.013123e-05,2398,53768,260
80783,192.390426665114,30.3061921291862,21.46207,20.41913,20.22078,20.16977,20.14037,4649,5,68,2.7833733487075267e+18,STAR,0.0001606086,2472,54175,541
62797,151.718430926813,37.3935064841644,21.94994,21.75486,21.73897,21.3414,22.25411,3647,3,94,9.968980683455226e+18,QSO,1.64443,8854,57450,956
16580,115.773380850095,35.6624685069323,19.9701,18.78426,17.96101,17.54521,17.29312,2076,5,70,6.103293172887327e+17,GALAXY,0.2210552,542,51993,333
34438,225.221166967645,17.5336547740665,25.71984,22.41161,20.66467,19.43869,19.12071,5183,3,603,6.169045658936564e+18,GALAXY,0.5796393,5479,56016,873
29646,258.750169241764,39.9899355472984,22.02327,21.97948,21.58813,21.60136,21.35675,4682,2,226,1.2118280740518779e+19,QSO,1.022034,10763,58395,800
10309,187.688903283812,29.7260216973957,19.47637,17.41737,16.30425,15.84989,15.48384,4649,3,41,2.515307460147833e+18,GALAXY,0.1388583,2234,53823,171
87757,241.584901769607,50.0470057025401,24.70221,22.31857,21.17373,19.80952,18.95918,2248,4,80,9.078214363983405e+18,STAR,-0.0001322418,8063,57576,303
7706,30.6703791474797,-1.10867420009396,19.76044,18.18902,17.56448,17.38028,17.34236,4263,1,320,1.6956828256567562e+18,STAR,-0.000222355,1506,53003,282
49524,155.015799332435,19.3457927326703,25.84801,22.21571,20.58576,19.67515,19.36523,5194,3,276,6.62494990955999e+18,GALAXY,0.4962541,5884,56046,563
62383,334.456435494596,15.137239438306,25.38357,21.98881,20.84798,19.67055,19.03626,7713,3,66,5.670087827561667e+18,GALAXY,0.5704914,5036,55751,203
56708,117.784094763512,21.4369218882748,22.29739,21.41673,19.59817,18.88516,18.50124,3560,4,58,5.036208651192523e+18,GALAXY,0.4202813,4473,55589,212
75983,157.386612389977,38.6978551308202,23.11098,21.49887,21.34932,21.08447,20.96911,3704,3,161,5.133174581780306e+18,STAR,-0.0002594504,4559,55597,716
61537,205.976462308611,5.15682481172631,19.85471,18.01684,17.03878,16.61532,16.25269,2247,5,301,9.616461036047832e+17,GALAXY,0.1173284,854,52373,464
48962,168.987740563374,42.0676414857753,19.43507,18.46996,18.16725,18.08283,18.05115,3893,5,96,3.7449102988558746e+18,STAR,-0.0005842061,3326,54943,608
97603,9.53910631399089,24.5655178175346,22.83752,25.61897,21.79335,20.74912,19.98655,7708,3,263,8.638084803210795e+18,GALAXY,0.627363,7672,57339,657
54458,177.648028468756,53.931473005388,20.2322,19.32978,19.00899,18.92298,18.90119,2821,1,174,9.264059314301327e+18,STAR,-0.0002732455,8228,57423,563
84015,149.05426410927,49.0056444910074,19.61368,18.43802,17.78198,17.38856,17.10576,2821,3,51,1.1317001509058908e+18,GALAXY,0.1318668,1005,52703,621
93897,200.230424241592,47.0650502839226,20.73434,20.31082,20.07295,19.98751,19.5714,3699,5,90,7.459275006461368e+18,QSO,2.110343,6625,56386,684
5093,167.972174476465,27.6721807620116,20.62285,20.5922,20.50158,20.43478,20.26983,5061,1,349,1.2786948189325644e+19,QSO,2.003454,11357,58522,374
48796,215.990011224906,64.9876264029531,22.27625,21.85015,20.1742,19.2825,18.74199,1412,5,253,8.021070753155012e+18,GALAXY,0.5247488,7124,56720,581
82567,131.992958802029,26.7533882724863,22.46854,21.40569,19.68726,18.92253,18.441,4469,3,144,5.833382081015863e+18,GALAXY,0.3237458,5181,56298,344
79964,185.490929345803,38.3824086308807,23.84275,22.76685,20.68264,19.74384,19.36607,4470,6,19,4.464342478288607e+18,GALAXY,0.4696387,3965,55302,543
18593,148.584826862984,18.2534642968078,23.18764,22.30519,20.47701,19.5363,19.02947,5183,3,120,5.99228816943719e+18,GALAXY,0.5827698,5322,56003,905
38137,134.613347130083,56.7397740617378,26.32943,19.48996,17.90724,17.37862,17.05158,3600,3,33,5.798439052249422e+18,GALAXY,0.261424,5150,56329,198
43416,51.9142186352873,0.849916300831735,20.93275,19.30343,18.62502,18.40799,18.29415,3438,6,146,2.329580422385658e+18,STAR,-0.0001111703,2069,53376,340
95107,234.715756822538,14.3810826627854,23.18863,21.30672,20.21617,19.40637,18.8775,5330,2,39,5.505818591180904e+18,GALAXY,0.591866,4890,55741,611
64244,220.090395760844,42.2353034929847,19.07842,17.8985,17.37416,17.06445,16.86793,3699,5,190,1.5718954103839396e+18,GALAXY,0.08631049,1396,53112,506
80762,5.8720766679794,19.4099848742131,24.50642,23.30201,21.7396,20.64433,19.69674,8096,2,265,8.54576540226921e+18,GALAXY,0.527469,7590,56944,673
83020,257.356941677573,33.7681966279226,22.02142,21.96592,21.96233,21.73839,22.13955,2335,4,87,1.2276976277530104e+19,GALAXY,1.665902,10904,58402,595
14085,249.030309439738,32.4208033603714,21.86967,21.50635,21.04852,20.95374,20.55828,3185,4,63,1.2288145389090263e+19,QSO,0.7239231,10914,58257,268
38667,131.493242366094,31.0988699128097,20.28007,18.72975,17.69908,17.19397,16.89289,3606,4,54,1.4299545045219676e+18,GALAXY,0.1536699,1270,52991,224
35203,348.174331186879,25.9553897692421,26.00466,22.55481,20.71853,19.64836,19.19903,8110,2,159,7.095440289641552e+18,GALAXY,0.5960475,6302,56565,69
84501,154.873691480812,4.49719740151048,19.78885,18.21715,17.28269,16.83453,16.51428,2125,4,241,6.475016118699561e+17,GALAXY,0.1067085,575,52319,397
63744,216.089227613914,43.6830811452693,22.70928,21.61702,20.39737,19.57067,19.88475,3699,5,168,6.818483198273804e+18,GALAXY,0.2808633,6056,56092,121
39153,126.463178117863,10.4054323674869,19.78828,17.83159,16.86832,16.43432,16.08963,5935,3,66,2.7280855055802307e+18,GALAXY,0.1064491,2423,54149,109
36240,18.8214695755831,7.55099398818332,22.7338,22.11922,20.7558,19.62573,19.28162,5641,4,121,5.127390885739518e+18,GALAXY,0.559343,4554,56193,155
76138,345.762341732491,12.2351552898302,23.48119,20.78471,18.9513,18.17457,17.66346,7773,4,217,6.928973948815432e+18,GALAXY,0.3803094,6154,56237,676
23742,136.650406916523,40.9834683351129,24.79271,23.42642,21.72473,20.58114,19.941,2830,4,191,9.34168758388394e+18,GALAXY,0.6647017,8297,57416,349
33141,161.404377906258,27.5517000788292,23.54622,22.6511,21.44726,20.08807,19.38006,5061,3,310,7.265653482358855e+18,GALAXY,0.6862398,6453,56365,805
70839,214.703256590523,14.2071209624082,18.97266,17.7535,17.26706,17.01073,16.78742,5326,1,99,1.9209537989776773e+18,GALAXY,0.02591513,1706,53442,613
53178,238.00210183025,41.7692526225335,24.33688,23.62143,21.42307,20.25494,19.52751,3187,1,85,9.580378371298447e+18,GALAXY,0.5388185,8509,57843,349
32847,236.023191499429,34.6688835376888,25.44387,23.08709,21.71548,20.2944,19.6318,3926,4,66,1.2092254472769919e+19,GALAXY,0.700863,10740,58223,325
66992,37.9847614453922,-3.40850509340401,23.40268,22.60279,21.93342,21.23362,21.23547,7865,5,168,1.0492528548132444e+19,GALAXY,0.7276065,9319,58043,972
87195,32.0738661039133,-0.781468072783497,21.61523,21.04889,20.73511,20.53724,20.5479,4263,2,330,4.768266186403371e+18,STAR,-0.0006604765,4235,55451,291
98007,205.890954241616,53.853621622869,25.02577,22.38542,20.62743,19.74148,19.3543,3180,5,32,7.607977632429529e+18,GALAXY,0.4963115,6757,56416,989
41563,226.925582287902,26.5066962598768,24.85639,23.27641,20.5609,19.44457,18.91777,4570,1,127,4.3595744146665206e+18,GALAXY,0.5334268,3872,55382,327
31938,210.418394892845,23.6029772925758,24.1105,21.91469,19.99864,19.16318,18.77117,4678,5,61,6.760138163065477e+18,GALAXY,0.4712787,6004,56066,855
53325,240.496343478567,31.8907897864105,23.14357,22.14801,20.84507,19.91753,19.48437,3926,4,97,5.641022787386889e+18,GALAXY,0.5573959,5010,55748,961
34050,115.529001100373,19.2422226274311,22.67167,23.01498,22.26526,21.92492,21.11477,3605,3,33,1.0082522301470104e+19,QSO,0.7729975,8955,57451,322
77444,349.963328286109,-1.27279757320643,20.50259,18.39964,17.49261,17.13285,16.89967,1755,1,309,7.656908635221791e+17,STAR,-0.0001258764,680,52200,287
10053,338.6211554625,32.7640211870155,25.17883,24.75461,23.45199,21.68208,19.87384,8156,5,116,8.680950929141553e+18,STAR,-8.519608e-05,7710,58284,955
38543,30.5933364300643,-3.15496337205693,21.87155,20.00318,18.93399,18.4793,18.17235,7778,1,521,8.884695090720953e+18,GALAXY,0.1557931,7891,57332,796
95426,228.730842717615,44.625191574636,23.62343,21.10608,19.36182,18.76499,18.42579,3918,6,203,1.1822504731727892e+18,GALAXY,0.3396009,1050,52721,202
16326,174.066705174411,-2.21052196205911,18.38265,17.33259,16.79356,16.4728,16.28402,1140,4,141,3.6831224453610906e+17,GALAXY,0.1106497,327,52294,520
6890,220.578464674201,14.6850959472883,20.40465,18.60111,17.61163,17.21824,16.88585,5322,4,73,3.095201169643956e+18,GALAXY,0.1089245,2749,54241,372
46725,326.202841408841,2.27648825103514,22.752,21.14924,21.19584,20.78121,21.71036,7712,4,104,5.792994262380729e+18,GALAXY,0.06032322,5145,55835,870
66428,250.753205652154,52.9779705125477,21.2728,19.67233,18.00298,17.41849,17.04818,5362,4,135,7.104448036806613e+18,GALAXY,0.2929182,6310,56455,71
72316,2.53936919942203,27.6378278811346,21.40895,20.65291,20.44683,20.36873,19.89724,8103,4,111,8.033334978111886e+18,STAR,-0.0002487235,7135,56564,142
10661,348.983007560528,23.5164276454965,22.33344,21.57956,21.1224,20.62462,20.45851,7699,2,18,8.635716180102109e+18,QSO,0.6258782,7670,57328,232
62038,237.694445980387,11.0639632178763,26.07387,22.96994,21.07291,19.74123,19.08401,5322,4,187,5.863925134780553e+18,GALAXY,0.5905624,5208,56008,867
34881,149.187593966415,16.9930897597572,22.32207,23.0041,21.95474,21.28127,20.92104,5935,5,219,1.0790870303779346e+19,GALAXY,0.9155861,9584,57786,893
